Drug name	Drug number	Line number	Advice Text	AdviceTag1	AdviceTag2	AdviceTag3	AdviceTag4	Medication	Food	Activity	Exercise	Disease
Colace	28	24	"Mix the syrup, liquid or drops in 4 to 8 ounces of fruit juice, milk or infant formula to prevent throat irritation and mask a bitter taste."	Food or beverage related	Drug administration related				fruit juice; milk; infant formula			
Colace	28	49	"If you have any of the following health problems, consult your doctor or pharmacist before using this medication: severe abdominal pain, nausea, vomiting, sudden change in bowel habits over the previous 2 weeks."	Disease or symptom related								severe abdominal pain; nausea; vomiting; sudden change in bowel habits
Colace	28	52	It is not known if this drug passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Coumadin	31	28	"It is important to eat a balanced, consistent diet while taking warfarin."	Food or beverage related								
Coumadin	31	29	Some foods can affect how warfarin works in your body and may affect your treatment and dose.	Food or beverage related								
Coumadin	31	30	"Avoid sudden large increases or decreases in your intake of foods high in vitamin K (such as broccoli, cauliflower, cabbage, brussels sprouts, kale, spinach, and other green leafy vegetables, liver, green tea, certain vitamin supplements)."	Food or beverage related					broccoli; cauliflower; cabbage; brussels sprouts; kale; spinach; green leafy vegetables; liver; green tea; certain vitamin supplements			
Coumadin	31	31	"If you are trying to lose weight, check with your doctor before you try to go on a diet."	Food or beverage related								
Coumadin	31	66	Daily use of alcohol while using this medicine will increase your risk for stomach bleeding and may also affect how this medication works.	Food or beverage related					alcohol			
Coumadin	31	67	Limit alcoholic beverages. Ask your doctor or pharmacist about how much alcohol you may safely drink.	Food or beverage related					alcohol			
Coumadin	31	74	"If you fall or injure yourself, especially if you hit your head, call your doctor right away."	Activity or lifestyle related								
Coumadin	31	80	This medication is not recommended for use during pregnancy because of serious (possibly fatal) harm to an unborn baby.	Pregnancy related								
Coumadin	31	81	Discuss with your doctor the use of reliable forms of birth control while taking this medication and for 1 month after stopping the medication.	Pregnancy related								
Coumadin	31	82	"If you become pregnant or think you may be pregnant, tell your doctor right away."	Pregnancy related								
Coumadin	31	83	"If you are planning pregnancy, discuss a plan for managing your condition with your doctor before you become pregnant."	Pregnancy related								
Coumadin	31	84	Your doctor may switch the type of medication you use during pregnancy.	Pregnancy related								
Coumadin	31	85	"Since this drug can be absorbed through the skin and lungs and may harm an unborn baby, women who are pregnant or who may become pregnant should not handle this medication or breathe the dust from the tablets."	Pregnancy related								
Coumadin	31	86	Very small amounts of this medication may pass into breast milk but is unlikely to harm a nursing infant. Consult your doctor before breast-feeding.	Pregnancy related								
Coumadin	31	93	"Warfarin interacts with many prescription, nonprescription, vitamin, and herbal products. This includes medications that are applied to the skin or inside the vagina or rectum."	Other drugs related				vitamin; herbal products				
Coumadin	31	95	"The interactions with warfarin usually result in an increase or decrease in the ""blood-thinning"" (anticoagulant) effect."	Other drugs related								
Coumadin	31	97	"While taking warfarin, it is very important to tell your doctor or pharmacist of any changes in medications, vitamins, or herbal products that you are taking."	Other drugs related				vitamin; herbal products				
Coumadin	31	98	"Some products that may interact with this drug include: capecitabine, imatinib, mifepristone."	Other drugs related				capecitabine; imatinib; mifepristone				
Coumadin	31	99	"Aspirin, aspirin-like drugs (salicylates), and nonsteroidal anti-inflammatory drugs (NSAIDs such as ibuprofen, naproxen, celecoxib) may have effects similar to warfarin. These drugs may increase the risk of bleeding problems if taken during treatment with warfarin."	Other drugs related				Aspirin; aspirin-like drugs ;salicylates; nonsteroidal anti-inflammatory drugs ;NSAIDs  ibuprofen; naproxen; celecoxib;				
Coumadin	31	102	Talk to your doctor about using a different medication (such as acetaminophen) to treat pain/fever.	Other drugs related				acetaminophen				
Coumadin	31	103	"Low-dose aspirin and related drugs (such as clopidogrel, ticlopidine) should be continued if prescribed by your doctor for specific medical reasons such as heart attack or stroke prevention."	Other drugs related				clopidogrel; ticlopidine				
Coumadin	31	105	Many herbal products interact with warfarin.	Other drugs related				herbal products				
Coumadin	31	106	"Tell your doctor before taking any herbal products, especially bromelains, coenzyme Q10, danshen, dong quai, fenugreek, garlic, ginkgo biloba, ginseng, and St. John's wort, among others."	Other drugs related	Food or beverage related			bromelains; coenzyme Q10; danshen; dong quai; fenugreek; garlic; ginkgo biloba; ginseng; St. John's wort	bromelains; coenzyme Q10; danshen; dong quai; fenugreek; garlic; ginkgo biloba; ginseng; St. John's wort			
Cozaar	32	8	"WARNING:  This drug can cause serious (possibly fatal) harm to an unborn baby if used during pregnancy. Therefore, it is important to prevent pregnancy while taking this medication. Consult your doctor for more details and to discuss the use of reliable forms of birth control while taking this medication."	Pregnancy related								
Cozaar	32	11	"If you are planning pregnancy, become pregnant, or think you may be pregnant, contact your doctor right away."	Pregnancy related								
Cozaar	32	22	"Take this medication by mouth as directed by your doctor, usually once daily with or without food."	Food or beverage related	Drug administration related							
Cozaar	32	34	"To reduce the risk of dizziness and lightheadedness, get up slowly when rising from a sitting or lying position."	Activity or lifestyle related						getting up		
Cozaar	32	57	"Do not drive, use machinery, or do any activity that requires alertness until you are sure you can perform such activities safely."	Activity or lifestyle related						driving; using machinery; activities requiring alertness		
Cozaar	32	58	Limit alcoholic beverages.	Food or beverage related					alcohol			
Cozaar	32	62	This medication is not recommended for use during pregnancy due to the risk for harm to an unborn baby.	Temporal	Pregnancy related							
Cozaar	32	66	It is unknown if this drug passes into breast milk. Consult your doctor before breast-feeding.	Pregnancy related								
Cozaar	32	73	"Some products that may interact with this drug include: aliskiren, lithium, drugs that may increase the level of potassium in the blood (such as ACE inhibitors including benazepril/lisinopril, birth control pills containing drospirenone)."	Other drugs related				aliskiren; lithium; ACE inhibitors;  benazepril; lisinopril; birth control pills; drospirenone				
Cozaar	32	74	"Check the labels on all your medicines (such as cough-and-cold products, diet aids, or NSAIDs such as ibuprofen, naproxen) because they may contain ingredients that could increase your blood pressure or worsen your heart failure."	Other drugs related	Disease or symptom related							
